,alcoholic,drink,glass,ingredients,ingredients_and_quantities,instructions
95,Alcoholic,Downshift,Hurricane glass,"151 proof rum, Tequila, Sprite, Fruit punch, ","151 proof rum - Float Bacardi , Tequila - 2 shots , Sprite - 1 part , Fruit punch - 2 part , ","Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional."
96,Alcoholic,Dragonfly,Highball glass,"Lime, Ginger ale, Gin, ","Lime - 1 , Ginger ale - 4 oz , Gin - 1 1/2 oz , ","In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge."
97,Alcoholic,Dry Martini,Cocktail glass,"Olive, Dry Vermouth, Gin, ","Olive - 1 , Dry Vermouth - 1/3 oz , Gin - 1 2/3 oz , ","Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive."
98,Alcoholic,Dry Rob Roy,Cocktail glass,"Lemon peel, Dry Vermouth, Scotch, ","Lemon peel - 1 twist of , Dry Vermouth - 1 1/2 tsp , Scotch - 2 1/2 oz , ","In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."
99,Alcoholic,Dirty Nipple,Shot glass,"Baileys irish cream, Sambuca, Kahlua, ","Baileys irish cream, Sambuca, Kahlua, ",This is a layered shot - the Bailey's must be on top
100,Alcoholic,Dirty Martini,Cocktail glass,"Olive, Lemon, Olive Brine, Dry Vermouth, Vodka, ","Olive - 1, Lemon - 1 wedge, Olive Brine - 2 tbsp, Dry Vermouth - 1 tbsp, Vodka - 70ml/2fl oz, ","Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.

Rub the rim of a martini glass with the wedge of lemon.

Strain the contents of the cocktail shaker into the glass and add the olive.

A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive."
101,Alcoholic,Darkwood Sling,Cocktail glass,"Ice, Orange juice, Soda water, Cherry Heering, ","Ice - cubes, Orange juice - 1 part , Soda water - 1 part , Cherry Heering - 1 part , ","There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes."
102,Alcoholic,Dark and Stormy,Highball glass,"Ginger Beer, Dark Rum, ","Ginger Beer - 10 cl, Dark Rum - 5 cl, ",In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.
103,Alcoholic,Dark Caipirinha,Highball glass,"Cachaca, Lime, demerara Sugar, ","Cachaca - 2 1/2 oz, Lime - 1, demerara Sugar - 2 tsp , ","Muddle the sugar into the lime wedges in an old-fashioned glass.

Fill the glass with ice cubes.

Pour the cachaca into the glass.

Stir well."
104,Alcoholic,Duchamp's Punch,Old-fashioned glass,"Lavender, Pepper, Angostura Bitters, St. Germain, Pineapple Syrup, Lime Juice, Pisco, ","Lavender - 2 sprigs, Pepper - Pinch, Angostura Bitters - 2 Dashes, St. Germain - 1.5 cl, Pineapple Syrup - 2.5 cl, Lime Juice - 2.5 cl, Pisco - 5 cl, ","Shake all ingredients.

Double strain in a chilled double old fashioned glass with abig ice cube.

Garnish with a couple of lavender sprigs"
105,Alcoholic,Damned if you do,Shot glass,"Hot Damn, Whiskey, ","Hot Damn - 0.25 oz , Whiskey - 0.75 oz , ",Pour into shot glass. Put in mouth. Repeat as deemed necessary.
106,Alcoholic,Dubonnet Cocktail,Cocktail glass,"Lemon peel, Bitters, Gin, Dubonnet Rouge, ","Lemon peel - 1 twist of , Bitters - 1 dash , Gin - 3/4 oz , Dubonnet Rouge - 1 1/2 oz , ",Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.
107,Non alcoholic,Drinking Chocolate,Coffee mug,"Whipped cream, Chocolate, Vanilla, Cinnamon, Milk, Heavy cream, ","Whipped cream - Fresh , Chocolate - 2 oz finely chopped dark , Vanilla - 1 , Cinnamon - 1 stick , Milk - 6-8 oz , Heavy cream - 2 oz , ","Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug."
108,Alcoholic,Death in the Afternoon,Margarita glass,"Champagne, Absinthe, ","Champagne - Top, Absinthe - 2 shots, ","Easy as you like, pour the absinthe into a chilled glass, top with champagne. Must be drunk mid afternoon for the optimum effect."
109,Non alcoholic,Egg Cream,Coffee mug,"Soda water, Milk, Chocolate syrup, ","Soda water - 6 oz , Milk - 6 oz whole , Chocolate syrup - 2 tblsp , ","Mix syrup and milk in a fountain glass. Add soda water, serve with a straw."
110,Optional alcohol,Egg Nog #4,Punch bowl,"Nutmeg, Sugar, Egg white, Whipping cream, Salt, Vanilla extract, Bourbon, Light rum, Milk, Sugar, Egg yolk, ","Nutmeg - Ground , Sugar - 1/4 cup , Egg white - 6 , Whipping cream - 1 cup , Salt - 1/4 tsp , Vanilla extract - 1 tsp , Bourbon - 1/2 cup , Light rum - 1/2 cup , Milk - 2 cups , Sugar - 1/4 cup , Egg yolk - 6 , ","In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups."
111,Alcoholic,English Highball,Highball glass,"Lemon peel, Carbonated water, Sweet Vermouth, Gin, Brandy, ","Lemon peel, Carbonated water, Sweet Vermouth - 3/4 oz , Gin - 3/4 oz , Brandy - 3/4 oz , ","Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)"
112,Alcoholic,Espresso Martini,Cocktail glass,"Sugar syrup, Kahlua, Vodka, ","Sugar syrup - 1 dash, Kahlua - 1 cl, Vodka - 5 cl, ","Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass"
113,Alcoholic,Espresso Rumtini,Cocktail glass,"Coffee, Espresso, Vanilla syrup, Rum, ","Coffee - 1 shot, Espresso - 1 shot, Vanilla syrup - 1/2 shot, Rum - 1 shot, ",Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans
114,Optional alcohol,Egg Nog - Healthy,Collins Glass,"Nutmeg, Rum, Vanilla extract, Milk, Condensed milk, Sugar, Egg, ","Nutmeg - 
, Rum - 1 tsp , Vanilla extract - 1 tsp , Milk - 3/4 cup skimmed , Condensed milk - 13 oz skimmed , Sugar - 3 tblsp , Egg - 1/2 cup , ","Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings."
115,Alcoholic,English Rose Cocktail,Cocktail glass,"Cherry, Lemon juice, Grenadine, Dry Vermouth, Gin, Apricot brandy, ","Cherry - 1 , Lemon juice - 1/4 tsp , Grenadine - 1 tsp , Dry Vermouth - 3/4 oz , Gin - 1 1/2 oz , Apricot brandy - 3/4 oz , ",Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.
116,Alcoholic,Elderflower Caipirinha,Collins glass,"Elderflower cordial, Lime, Cachaca, ","Elderflower cordial - 3 cl, Lime - 1, Cachaca - 60 ml, ",Take the glass and muddle the lime in it. Fill the glass with crushed ice and add the Cachaca. Stir well and top with some more crushed ice. Garnish with lime and enjoy!
117,Optional alcohol,Egg-Nog - Classic Cooked,Pitcher,"Vanilla extract, Milk, Salt, Sugar, Egg, ","Vanilla extract - 1 tsp , Milk - 1 qt , Salt - 1/4 tsp , Sugar - 1/4 cup , Egg - 6 , ","In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately."
118,Alcoholic,Empell�n Cocina's Fat-Washed Mezcal,Beer Glass,"Coffee liqueur, Chocolate liqueur, Mezcal, ","Coffee liqueur - 1/2 oz, Chocolate liqueur - 3/4 oz, Mezcal - 2 oz, ","To ensure that your pork fat is just as delicious as theirs, here�s their adobo marinade and what to do with it (you�ll also need a rack of ribs):



4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.



Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and pur�e until smooth.



Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.



If you�re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.



Once you�ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don�t have a chinoise, try a fine mesh strainer, or if you don�t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.



The mezcal is now ready for drinking, straight-up or in a cocktail. 



Habanero tincture



Slice habaneros and add 2 ounces Ilegal Joven mezcal.

Allow to sit overnight or until desired level of heat is achieved.

Cocktail



Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.

Strain into chilled coupe.

Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.

Garnish with 5 drops habanero tincture."
119,Alcoholic,Fros�,Cocktail glass,"Lemon Juice, Strawberries, Sugar, Rose, ","Lemon Juice - 2-3 oz, Strawberries - 8 oz, Sugar - 1/2 cup, Rose - 750 ml, ","Step 1

Pour ros� into a 13x9"" pan and freeze until almost solid (it won't completely solidify due to the alcohol), at least 6 hours.



Step 2

Meanwhile, bring sugar and � cup water to a boil in a medium saucepan; cook, stirring constantly, until sugar dissolves, about 3 minutes. Add strawberries, remove from heat, and let sit 30 minutes to infuse syrup with strawberry flavor. Strain through a fine-mesh sieve into a small bowl (do not press on solids); cover and chill until cold, about 30 minutes.



Step 3

Scrape ros� into a blender. Add lemon juice, 3� ounces strawberry syrup, and 1 cup crushed ice and pur�e until smooth. Transfer blender jar to freezer and freeze until fros� is thickened (aim for milkshake consistency), 25�35 minutes.



Step 4

Blend again until fros� is slushy. Divide among glasses.



Step 5

Do Ahead: Ros� can be frozen 1 week ahead."
120,Non alcoholic,Frapp�,Highball Glass,"Sugar, Milk, Coffee, ","Sugar - 1-2 tsp , Milk - 1/2 cup , Coffee - 1/2 cup black , ","Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing."
121,Alcoholic,Foxy Lady,Cocktail glass,"Light cream, Creme de Cacao, Amaretto, ","Light cream - 2 oz , Creme de Cacao - 1/2 oz , Amaretto - 1/2 oz , ","Shake all ingredients with ice, strain into a chilled cocktail glass, and serve."
122,Alcoholic,French 75,Collins glass,"Maraschino cherry, Orange, Champagne, Lemon juice, Sugar, Gin, ","Maraschino cherry - 1 , Orange - 1 , Champagne - 4 oz Chilled , Lemon juice - 1 1/2 oz , Sugar - 2 tsp superfine , Gin - 1 1/2 oz , ","Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently."
123,Alcoholic,Figgy Thyme,Highball glass,"Tonic Water, Angostura Bitters, Thyme, Figs, Honey, Vodka, ","Tonic Water - Top, Angostura Bitters - 2 dashes, Thyme - 1 Sprig, Figs - 3, Honey - 1 tsp, Vodka - 2 oz, ","In a lewis bag, crush up some ice like a baller/maniac (@glacioice). Pour your precious ice into a collins glass. In a cocktail shaker, muddle the figs and thyme together. Add honey vodka, lemon juice, and a large ice cube (@glacioice). Shake until well chilled, and strain into glass. Add tonic water and finally 2 dashes of angostura bitters. Garnish with sliced figs and thyme."
124,Alcoholic,Frisco Sour,Whiskey sour glass,"Lime, Lemon, Lime, Lemon, Benedictine, Blended whiskey, ","Lime - 1 slice , Lemon - 1 slice , Lime - Juice of 1/2 , Lemon - Juice of 1/4 , Benedictine - 1/2 oz , Blended whiskey - 2 oz , ",Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.
125,Non alcoholic,Fruit Shake,Highball Glass,"Ice, Fruit, Orange juice, Banana, Yoghurt, ","Ice - 6 , Fruit - 1/2 piece textural , Orange juice - 4 oz frozen , Banana - 1 , Yoghurt - 1 cup fruit , ",Blend til smooth.
126,Non alcoholic,Fruit Cooler,Highball Glass,"Ice, Soda water, Apple, Lemon, Sugar, Strawberries, Apple juice, ","Ice, Soda water - 1 L , Apple - 1 , Lemon - 1 , Sugar - 2 tblsp , Strawberries - 1 cup , Apple juice - 1 can frozen , ","Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve."
127,Alcoholic,Freddy Kruger,Shot glass,"Vodka, Sambuca, J�germeister, ","Vodka - 1/2 oz , Sambuca - 1/2 oz , J�germeister - 1/2 oz , ",make it an ample size shot!!
128,Alcoholic,Funk and Soul,Collins glass,"Soda Water, lemon, Pomegranate juice, Apricot Nectar, Rum, ","Soda Water - Top, lemon - Juice of 1/2, Pomegranate juice - 1 shot, Apricot Nectar - 1 shot, Rum - 2 shots, ",Mix all ingredients together and strain into a Collins glass. Use Jamaican rum where possible for a more authentic taste.
129,Alcoholic,Fuzzy Asshole,Coffee mug,"Peach schnapps, Coffee, ","Peach schnapps - 1/2 , Coffee - 1/2 , ",fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.
130,Alcoholic,French Martini,Cocktail glass,"pineapple juice, Raspberry Liqueur, Vodka, ","pineapple juice - 1.5 cl, Raspberry Liqueur - 1.5 cl, Vodka - 4.5 cl, ",Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.
131,Alcoholic,French Negroni,Martini Glass,"Orange Peel, Sweet Vermouth, Lillet, Gin, ","Orange Peel - 1, Sweet Vermouth - 1 oz, Lillet - 1 oz, Gin - 1 oz, ","Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist."
132,Alcoholic,Fahrenheit 5000,Shot glass,"Tabasco sauce, Absolut Peppar, Firewater, ","Tabasco sauce - 1 dash , Absolut Peppar - 1/2 oz , Firewater - 1/2 oz , ",Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.
133,Alcoholic,Flying Dutchman,Old-fashioned glass,"Triple sec, Gin, ","Triple sec - 1/2 oz , Gin - 2 oz , ","In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well."
134,Alcoholic,Frozen Daiquiri,Champagne flute,"Ice, Cherry, Sugar, Lime juice, Triple sec, Light rum, ","Ice - 1 cup crushed , Cherry - 1 , Sugar - 1 tsp , Lime juice - 1 1/2 oz , Triple sec - 1 tblsp , Light rum - 1 1/2 oz , ","Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve."
135,Non alcoholic,Fruit Flip-Flop,Highball Glass,"Fruit juice, Yoghurt, ","Fruit juice - 1 cup , Yoghurt - 1 cup , ","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
136,Alcoholic,Flying Scotchman,Cocktail glass,"Sugar syrup, Bitters, Sweet Vermouth, Scotch, ","Sugar syrup - 1/4 tsp , Bitters - 1 dash , Sweet Vermouth - 1 oz , Scotch - 1 oz , ","Shake all ingredients with ice, strain into a cocktail glass, and serve."
